Q2,Q3,Q7,Q8,Q11,Q12,Q13,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q14,Q15,Q15_B,Q15_C,Q15_D,Q16,Q17,Q17_B,Q18,Q19,Q19_B,Q19_C,Q19_D,Q19_E,Q19_F,Q19_G,Q19_H,Q20,Q20_B,Q21,Q22,Q22_B,Q23,Q24,Q24_B,Q24_C,Q24_D,Q24_E,Q24_F,Q24_G,Q24_H,Q24_I,Q24_J,Q24_K,Q24_L,Q25
Men,> 35,Doctorate/Professional,Academic,> 10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Agree,Agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,It is not necessary (I have the support I need),NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,145
Men,35 or under,Doctorate/Professional,Academic,2-5 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Agree,Strongly disagree,Disagree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,Other (please specify),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,Primarily as part of a job or educational course;,No opinion,No opinion,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,Yes,A user group within a university,NA,NA,NA,NA,Free local introductory R workshops,NA,NA,NA,NA,NA,NA,NA,NA,NA,485
Non-Binary/Unknown,NA,NA,NA,NA,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Strongly agree,Agree,Strongly disagree,Disagree,Yes,Good for reproducible research,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,It is not relevant (the topics are not interesting to me),NA,NA,NA,Paid local advanced R workshops,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,NA,NA,NA,432
Men,35 or under,Doctorate/Professional,Academic,< 2 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),NA,NA,Primarily as part of a job or educational course;,Agree,Agree,No opinion,Disagree,Yes,Good for reproducible research,NA,Yes,NA,NA,The R StackOverflow queues,NA,The rOpenSci mailing lists or chat forums,NA,NA,NA,Twitter,NA,No,NA,NA,I am too busy,NA,NA,Free local introductory R workshops,NA,NA,NA,NA,NA,NA,NA,NA,NA,952
Women,> 35,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,No opinion,No opinion,No opinion,Disagree,Yes,Wide range of packages,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,The R IRC channel,NA,NA,NA,NA,Mailing list,NA,Yes,A user group within a company,NA,NA,NA,NA,NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),NA,NA,NA,NA,NA,NA,NA,496
Men,> 35,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Agree,Disagree,Disagree,No opinion,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,NA,NA,NA,NA,NA,"manual files, vignettes in the rare case where given",Mailing list,NA,No,NA,NA,It is not necessary (I have the support I need),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773
Men,> 35,Doctorate/Professional,Academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
Women,> 35,Masters or lower,Non-academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,NA,NA,For both recreational and job/educational purposes.,Agree,Agree,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,R-bloggers,Mailing list,NA,Yes,A general user group,NA,NA,New R user group near me (specify location in comments box),New R user group near me aimed at my demographic (specify relevant group in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
Women,> 35,Doctorate/Professional,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Strongly agree,Disagree,Disagree,No,Would recommend other software/programming language over R,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,my local R user meetup group,Other (please specify),my local R meetup group,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
Women,NA,NA,Non-academic,5-10 years,No,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,Disagree,Strongly disagree,Disagree,Yes,Open source,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A user group for women in R,NA,NA,NA,NA,Free local introductory R workshops,NA,NA,NA,Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),NA,NA,Online forum to discuss R-related issues,NA,NA,874
Men,35 or under,Masters or lower,Academic,2-5 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Strongly agree,Agree,Strongly disagree,No opinion,Yes,Good for visualisation,NA,Yes,NA,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,Twitter,NA,No,NA,NA,There is no group nearby/the group is inactive,New R user group near me (specify location in comments box),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227
Men,> 35,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",Primarily as part of a job or educational course;,Agree,Agree,Disagree,No opinion,Yes,Widely used in my field,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Blog,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940
Men,> 35,Masters or lower,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Agree,Agree,No opinion,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,r user group in facebook,Facebook,NA,Yes,A general user group,NA,NA,New R user group near me (specify location in comments box),New R user group near me aimed at my demographic (specify relevant group in comments box),NA,NA,R workshop at conference in my domain (specify domain/conference in comments box),R workshop aimed at my demographic (specify relevant group in comments box),Mentoring (e.g. first CRAN submission/useR! abstract submission/GitHub contribution),Training in non-English language (specify language in comments box),NA,Online forum to discuss R-related issues,Online support group for my demographic (specify relevant group in comments box),NA,998
Men,> 35,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)","Primarily as a recreational activity, in your free time;",Agree,Agree,No opinion,Agree,No,Good for statistical analysis,NA,Yes,The R mailing lists,The #rstats hashtag on Twitter,The R StackOverflow queues,NA,NA,NA,NA,NA,RSS feed,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
Women,> 35,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Strongly agree,No opinion,Strongly disagree,No opinion,Yes,Wide range of packages,NA,Yes,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,No,NA,NA,I am too busy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521
Men,35 or under,Doctorate/Professional,Academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,I contribute to R packages (on CRAN or elsewhere),I have written my own R package,"I have written my own R package and released it on CRAN or Bioconductor (or shared it on GitHub, R-Forge or similar platforms)",For both recreational and job/educational purposes.,Agree,Agree,Agree,Disagree,Yes,Good for statistical analysis,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Mailing list,NA,Yes,A user group within a university,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,NA,NA,605
Men,> 35,Doctorate/Professional,Non-academic,> 10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,NA,Strongly agree,Agree,Disagree,Disagree,Yes,Widely used in my field,NA,Yes,The R mailing lists,NA,The R StackOverflow queues,NA,NA,NA,NA,NA,Website,NA,Yes,A general user group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821
Women,35 or under,Masters or lower,Non-academic,5-10 years,Yes,I use functions from existing R packages to analyze data,"I write R code designed to make my work easier, such as loops or conditionals or functions",I write R functions for use by myself or my collaborators,NA,I have written my own R package,NA,Primarily as part of a job or educational course;,Strongly agree,Agree,Disagree,Disagree,Yes,Good for statistical analysis,NA,No,NA,NA,The R StackOverflow queues,NA,NA,NA,NA,Internal Company site,Mailing list,NA,Yes,A user group within a company,NA,Other (please specify),NA,NA,NA,NA,NA,NA,NA,NA,NA,Online forum to discuss R-related issues,Online support group for my demographic (specify relevant group in comments box),NA,513
