"","fare_amount","tip_amount"
"5688923",11.5,2.46
"6923567",6.5,0
"6135591",18.5,3
"780822",15.5,3.26
"151434",5.5,1.26
"5991065",10.5,3.39
"1048221",4.5,1.58
"5110669",11,2.36
"8418937",3.5,0
"1777833",16,3.46
"8407543",7,1
"8014719",7.5,1.25
"493648",20,4.16
"344131",10.5,2.35
"2539851",29.5,7.58
"3013191",7.5,0
"6629216",10,0
"751258",13.5,0
"3907494",11,0
"5429363",10.5,1.84
"566605",3.5,0
"6064943",8.5,2.06
"825817",6.5,1.45
"8431482",8,1.86
"5386936",16.5,0
"4301594",9,2.94
"3264691",10,1
"4248095",6.5,1.45
"5317245",24,6.2
"4886546",10,0
"399897",13,0
"5010293",29,0
"3206890",6,1.45
"4354051",4,1
"195550",10.5,2.46
"4455489",35.5,8.51
"8106032",26,6.61
"3621393",17,1
"3065976",11.5,2.46
"1033106",5,1.15
"2010401",4.5,0
"5803601",10.5,2.36
"5054816",13.5,0
"7664203",52,11.71
"7500585",6,1.46
"1301268",13,0
"5290355",7.5,1.66
"4450538",4,0
"2608181",8,1
"5437713",19.5,0.01
"4067796",13.5,0
"8346428",13.5,0
"3072091",5.5,0
"6622170",6,0
"5106419",6.5,1.46
"3456111",14,3
"4970923",11.5,2.55
"6161524",15.5,5
"146803",6,1.02
"6820879",4,0
"1441663",7.5,1
"344840",10.5,0
"7979451",4,0.95
"3541090",7,1.66
"5320964",15,3.16
"4943565",34,5
"3864783",10.5,2
"7425422",3.5,0
"4427956",5.5,1.35
"6502590",26,0
"1439102",16,5.19
"5764509",7.5,1.85
"6475701",14,0
"6565409",5,1.16
"209477",7,1.75
"5042241",18,0
"5142112",60,0
"6225154",6.5,1.82
"7012133",3,0
"8381063",9.5,0
"4156352",38,7.86
"426018",10,2.7
"3299437",12,1.92
"2048038",8,1.86
"4892558",18,0
"2743420",18.5,3.96
"8077189",4.5,1.26
"4394170",11,2.46
"2853144",5.5,1.25
"6941435",8,1.75
"8204831",5.5,1.85
"7687104",8,2
"1665044",8,2.45
"4727007",6.5,0
"1712925",7.5,1.86
"3560751",7,1.95
"2918904",6.5,1.46
"1740070",14,4.55
"5581211",11.5,0
"1093608",52,12.61
"4446358",15,0.7
"8712673",7,0
"8327052",9.5,1
"4922190",9,1
"6268975",15.5,3.25
"8641070",14,0
"7967602",9,2.9
"2774553",4.5,0
"8161684",12,2.65
"2897400",19,3.96
"4970560",6,1.45
"13227",4,1.06
"8467298",9,2.05
"8484579",6.5,0
"5632388",7.5,0
"4397646",14,1
"2051193",9,0
"7359271",52,0
"8579761",6,0
"5761781",52,0
"4766388",5.5,1.7
"5307317",8.5,1.85
"5358637",9.5,0
"3226823",10,2.25
"6136010",4,0
"496128",5.5,0
"5943815",5,1.45
"8047951",17.5,0
"3716342",12.5,0
"2609479",24,3
"4132379",6.5,1
"4635392",13.5,4.29
"6733074",5.5,0
"1795317",4.5,0
"1990266",4.5,1.26
"722350",14,0
"2438865",34,10.59
"1422018",11,0
"8143397",5,1.26
"5305923",7.5,1.66
"1067068",7,2.2
"6964843",5,0
"5303868",6.5,0
"588845",5.5,1.36
"582110",5.5,0
"7505464",31.5,6.55
"8280474",9.5,0.51
"2503624",12.5,0
"7056010",12.5,2.66
"7644142",8,0
"4193755",8.5,1.96
"8212537",21.5,4.46
"689738",8,2
"1480995",3.5,0.96
"7457965",10,2.95
"3806832",19.5,1.2
"8558719",10,1
"2421659",48,9.85
"2959280",14.5,2
"5941248",4.5,1.05
"7244577",8,1.5
"1551734",11,0
"5221824",21,2.23
"3473408",2.5,0
"7523489",6,1.45
"1830589",3.5,0
"4943808",10,0
"4498196",11.5,2.45
"2194150",9,1.96
"8192955",6.5,1.2
"7605460",18,3.75
"1708245",5,1.36
"5532068",8,1.85
"2751745",52,0
"7144140",11,2.36
"727228",52,0
"1118287",9.5,2.15
"5574884",6.5,1.45
"4115118",19.5,4.16
"2981958",51,8
"5021396",7,0
"2317543",5,1
"255437",9,0
"6138948",10,2.25
"6645591",14.5,0
"1020521",8,1.32
"2616675",12.5,0
"4736446",37,7.65
"8159519",7,1.66
"4689322",9,2.58
"3480159",13,2.86
"7051736",16.5,3.46
"3495671",8.5,2.9
"7910097",37.5,8.81
"8092935",6.5,0
"8708180",7,0
"5410408",28,0
"6080118",5,0
"6571439",5.5,1.26
"7253824",12.5,2.5
"1327083",14.5,0
"8394853",5,1.55
"8186126",9,2.05
"1927516",4,1.2
"3189889",10.5,2.36
"7831995",32,0
"597450",9.5,1
"2606505",16.5,3.46
"3925163",52,0
"5829589",7,1
"6109758",9,3
"6239341",4.5,1.3
"1755134",21.5,0
"6220686",10.5,2.25
"7343629",9,0
"449468",32,4.92
"5611427",7,0
"2606139",8,1.5
"6816356",39,9.95
"1229933",45.5,0
"2794701",4.5,0.53
"7148662",18.5,0
"3241631",20.5,5.45
"3055282",5,0
"6425633",9.5,0
"1642862",11.5,2.65
"4139677",23,2
"8071163",7.5,1.86
"7817205",6,1.5
"4247817",4,1
"3665437",22,0
"5832395",12,2.66
"8149668",15,0
"5724044",32,0
"4333369",20,5.45
"8367195",5,1.36
"4511099",29,0
"4830033",12.5,1.33
"1201737",5.5,1
"5532690",24.5,0
"7208170",10.5,2
"1708064",12.5,2.86
"44590",6,1.36
"3660006",4.5,0
"90360",13.5,3.58
"332642",21,0
"145820",19.5,5.08
"1736836",9,2.58
"338170",18.5,4.95
"6860990",5.5,0
"7497246",6,1.46
"6116559",24,0
"5319996",6.5,1
"3254202",6.5,1
"1950815",9,0
"8164621",52,0
"1219617",13.5,2.86
"3336267",14,2.96
"7618974",12,1.92
"7063519",21.5,4.46
"6536486",18,0
"5666526",14,2.95
"3246384",24.5,5.16
"5346862",8.5,0
"578269",18.5,0
"6473375",6,1.45
"8055017",9.5,2.26
"5361358",41,0
"1401315",8,1.95
"1872893",13,0
"1092276",7.5,1.86
"6273529",12,1.25
"8681266",11,2.46
"3396485",12,2.76
"2056238",14,3.8
"6096216",11,2
"1371304",11.5,2.65
"2403329",10,1.2
"6713907",4.5,0
"2637915",9.5,2.05
"4186895",10.5,0
"7520169",9,2.06
"3472301",14,0
"8450887",3,0.86
"3998810",22.5,0
"6136252",12.5,0
"2837300",7.5,2.9
"4155588",22,4.65
"8435323",8.5,0
"6612954",4.5,1.05
"7699944",14,2.96
"91450",13,2.76
"552931",7.5,0
"4743112",5.5,0
"5768916",17.5,0
"5332824",24,6.2
"1142741",8.5,0.98
"3722125",13.5,0
"8466674",6,1
"396012",8.5,1.85
"5824163",52,11.71
"8303423",25.5,0
"6721044",6,1.46
"3798584",9,0
"4802273",10,2.16
"4078435",6,0
"2088215",4,0
"1301805",11,0
"5338809",6,1.22
"7395930",5.5,0
"637137",10,2.82
"949913",6,0
"6087450",13.5,0
"887465",10.5,0
"2403339",15,3.26
"7135988",7,0
"3200387",7,1
"4139551",23.5,0
"5620654",28.5,7.32
"4459798",6,1.46
"6293924",8,0
"332711",13,0
"6783112",10.5,1
"2954384",36,6
"8551373",52,11.7
"980730",9.5,0
"4833783",11,2.95
"698596",4.5,0.75
"3803111",16.5,5.34
"7087019",5,1.2
"575657",9,1.03
"7542149",5.5,2.04
"6262541",18,3
"5912981",18.5,3.85
"743790",10.5,2.82
"2643979",6,0
"2561178",6,0
"6383272",6.5,1.65
"374982",7,0
"5245333",13,1
"376784",8,0
"4778740",7.5,1.66
"7236895",10.5,2.95
"5203244",5.5,1.36
"581452",8.5,2.5
"1685102",10,3.5
"6169123",5,0
"1818372",7.5,1
"6013805",7,3
"3092543",3.5,0
"3153902",7,1.76
"2804537",8,3
"3547060",3.5,0.95
"3051132",15.5,0
"7653901",3.5,0
"7126135",16,3
"5606497",9.5,0
"6134265",8,1.86
"5241520",7,2.45
"8031437",4.5,0
"2102414",20.5,5.45
"4658972",12.5,0
"6136901",11,0
"2639167",20.5,5.32
"6846572",11,0
"2933124",10,2.25
"1323678",6,0
"1360711",52,12.6
"7179821",8,0
"5563669",27.5,2
"7357618",10.5,2.26
"1217942",7,0
"212634",13,2.66
"1301982",9,1.95
"7920649",17,3.55
"1809579",18,0
"4591974",56.5,13.86
"5061809",6,0
"2544033",47,0
"709094",6,0
"8632184",7.5,0
"4048665",8,0
"5260361",15.5,3.36
"579874",10.5,0
"5095911",11,0
"3549575",9.5,0
"1848110",31.5,6.46
"2350151",3.5,1.06
"6964895",9,0
"5937616",8,2.2
"6159074",14,2.3
"1619315",10,2.16
"1761467",5,1.25
"5970606",7,0
"1758143",5,0.5
"2612274",18.5,5.75
"2771925",9.5,1.55
"8623520",52,0
"2645053",7,1.55
"6065823",14.5,0
"4896317",5.5,1.26
"7075925",35.5,0
"1175197",52,11.71
"2792052",10.5,1
"2666389",7,1.66
"8360476",6,1.55
"5481148",25.5,0
"1162029",6.5,1.17
"7193112",10,1.77
"1872488",16.5,0
"5363028",14.5,3.06
"6008777",7,1.55
"7956283",14,0
"496906",9.5,0
"6481904",12,2.66
"5376403",15.5,1.63
"2796744",3,1
"5066966",4.5,1.06
"5254161",9.5,0
"3284947",9,1.96
"8202056",4.5,0
"6337624",13,0
"4404017",8,0
"5169688",5,1
"2286436",13,2.96
"2223896",7,1.56
"8453963",6,2.8
"8237020",17,0
"623747",9.5,0
"7643850",52,13.2
"3581180",25,5.16
"3520940",9.5,0
"4136916",15.5,0
"1289901",17.5,3
"7630877",8.5,0
"8148799",52,14.64
"2065362",10,0.79
"7141347",10.5,0
"600684",4,1
"1662151",9.5,0
"3909631",7.5,1.66
"2669202",6.5,1.5
"7194921",8.5,2.05
"1362178",13.5,0
"2548306",4.5,0
"8481770",9,2.06
"4053944",22.5,4.86
"2513826",4,0
"6024667",42,3
"5397744",4.5,0
"6919475",7,0
"2467943",35,0
"3149013",5,1.5
"3541328",8.5,1.96
"8508663",30.5,7.41
"7841961",6,0.73
"4077153",4.5,1.26
"2416267",4.5,1.74
"3442570",10,3.54
"3811823",10,2.26
"5188938",9,1
"1530680",15,0
"4789010",6.5,0
"8636842",13,0
"1133760",32.5,6.76
"134706",33,0
"7905873",4.5,1.05
"4316559",8.5,2.55
"6182146",7,2.05
"1141295",8.5,2.45
"7063251",8.5,1.85
"8042271",17.5,0
"1201104",9,2.45
"6999967",22.5,4.75
"7162836",9,2.7
"214610",8.5,0
"3781111",8,1.2
"101807",14.5,0
"2629521",4.5,0
"8269643",13,0
"2737157",6.5,0
"960615",3.5,0
"594009",22,5.81
"6666957",7,1.55
"8307458",11,2.36
"3744045",19,0
"1528055",34,6.95
"306570",6,1.45
"7528089",10,2.25
"6369938",8,1.95
"7076389",6.5,1
"1693449",4,1.16
"2428048",22.5,2
"4166180",52,11.71
"7155331",8,1.95
"6472206",14.5,3.16
"3712824",52,0
"612286",10.5,1.77
"5463639",19,5.2
"6978185",41,0
"6198334",7.5,0
"1753984",15,4.08
"5642651",7,0
"7188506",7.5,0
"7684140",9.5,0
"5414336",8.5,1.86
"1447324",6,1.1
"4560649",5.5,0
"3885978",52,15
"2172324",9,2.94
"4656722",9,0
"3320930",17,0
"7966356",26,8.04
"8287934",4.5,1.06
"1710806",27.5,0
"4455767",5.5,3
"1509204",14.5,1.53
"5692581",5.5,1.25
"5013155",19,0
"3194225",7,1.66
"5964861",10,2.7
"3942378",4,1
"798492",12.5,3.08
"7466151",7.5,1.4
"452262",9,2
"3714148",9.5,3.05
"5971144",14,2.96
"1280084",4.5,0
"1556186",19,3.96
"3179218",10,0
"663681",7.5,0
"6727895",7.5,0
"1407988",6,1.46
"1106013",8.5,2.06
"5328040",10,2.16
"7321818",9,0
"5977042",7,1.55
"8444700",11.5,2.56
"2861005",8.5,0
"6353274",11.5,0
"1627860",9,2.15
"2899613",9.5,1
"3733959",18.5,4.06
"1261406",4.5,1.06
"2602046",24.5,0
"8057531",47,0
"7094246",24.5,0
"2340132",7,1.76
"2243470",11,3.5
"3622242",10,2.16
"14636",28,2
"5485242",5,1.02
"4086165",8,0
"8683665",9,1.55
"1985010",8.5,2.55
"1336650",10,2.36
"1636651",16,0
"6299909",7,1.55
"6462422",9.5,1.5
"43074",6.5,1.45
"8056611",6.5,1.65
"7847273",33.5,10.14
"204830",8.5,0
"5951934",39.5,11.52
"3546398",12.5,1
"4423690",52,0
"8337629",20.5,0
"1373562",9,2.16
"2628572",15.5,3.26
"8097885",9.5,0
"4744054",3.5,0.96
"1024153",16,3.36
"2319088",11,0
"89798",22,5.7
"7440592",4,0
"665501",7,1.66
"8265184",8.5,0
"4184658",8.5,0
"3787163",10.5,2.35
"6880532",13.5,2.86
"6434839",18.5,2
"5156977",3.5,0
"4834169",12,2.56
"5819272",10.5,0
"4489591",4.5,1.45
"6630305",9.5,2.06
"3624063",5,1.16
"2730755",9,2.55
"234353",8,2.9
"8631970",5.5,0
"1877944",12.5,0
"7572547",10,0
"8483318",20,0
"2187995",6.5,2.15
"1768643",13,0
"1864318",13,1
"8036517",10,2.36
"2508352",9,1.96
"5372730",5.5,0
"5255837",12.5,0
"1205885",7.5,0
"8313315",8.5,0
"705483",11.5,2.46
"5096580",10,0
"2878879",5,1
"6034725",12,2.56
"3819862",7,0
"6748324",3,0
"3350966",9.5,2.05
"5275308",5,1.45
"3674454",11.5,0
"417112",10.5,3
"820178",7.5,0
"595701",4.5,0.5
"6302891",7,5
"1264791",5.5,0
"1365662",6,1.95
"205316",7,0
"1731614",16.5,1
"1492649",21.5,4
"135973",5.5,0
"6695372",20,4.15
"950288",11.5,2.46
"4206906",7.5,0
"1628884",16.5,4.32
"7445863",23,0
"2839846",9,1.96
"8557220",42.5,0
"4199306",6.5,0
"3177458",6.5,1.66
"6786429",13.5,2.22
"5580516",6,0
"4683946",11.5,2.56
"5884002",8,1.86
"6982890",9,2.06
"7469749",9.5,2.82
"6888121",5,0
"3601528",8.5,0
"5638389",4,1.2
"3146930",6,0
"7348577",13.5,2.85
"6905024",7,2.34
"6600927",9,1
"172906",4,0
"4979214",11,1
"1796241",10.5,0.02
"3298545",15.5,2
"2036159",6,1.82
"4853867",5.5,0
"7105652",8.5,2.32
"4645227",14,0
"7082643",6,1.9
"8348546",8.5,2.55
"3776116",11,3.84
"3419673",5.5,1.45
"4539054",9,0
"1423175",6.5,0
"3033403",17.5,0
"5376056",14.5,1.53
"2916715",5.5,1.25
"5557373",14.5,7
"1804935",22.5,0
"5176447",14.5,3.26
"733254",5.5,0.95
"42366",5,1.45
"2947547",5,1.58
"6798415",3.5,0.96
"4655822",11.5,2
"5977748",4.5,1.32
"4835799",26.5,0
"4040777",5.5,4
"1735535",150,0
"1174416",52,11.7
"6316654",12.5,3.32
"3378413",9,0
"5345425",16.5,4.32
"2614636",19,2
"3863957",4.5,1.15
"7143196",3.5,1.29
"6016757",11.5,1.5
"753811",4,0
"7898975",11.5,2.46
"1289602",24.5,0
"3506387",10,1.7
"8421177",23,0
"6450063",10.5,0
"5005160",17,0
"7707870",10.5,2.26
"3243218",7.5,0
"780207",20.5,5.32
"3476018",4.5,0
"2024970",10,1
"4612258",5.5,1.85
"1565097",9.5,2.06
"8372482",9.5,1.7
"5636320",12,2.55
"4480850",22,0
"7317579",9.5,2.05
"7625935",9,0.5
"8260915",16.5,4.3
"2980398",5,0
"2735667",12,0
"629130",16.5,0
"544605",9.5,0
"2915944",10.5,2.26
"5442958",7.5,1
"5377618",13,2.75
"4824193",18,0
"1927796",8.5,1.85
"5668531",15,3.16
"2560536",8.5,2.79
"6857821",11.5,1.84
"8062876",5.5,1.45
"327334",14.5,3.15
"680100",28.5,0
"8097950",4,0.8
"2687272",16.5,4.45
"4648578",18.5,3
"2533545",10.5,2.26
"4135537",17.5,2
"6537731",11,1.5
"5088696",8,1.76
"6366308",7.5,1.85
"318514",16.5,2
"5956327",12,3.2
"3122371",5.5,0
"2866950",10.5,0
"4669678",14.5,0
"1316376",9.5,2.06
"891387",29,7.21
"327889",9,2.06
"187234",12.5,10
"6505665",6.5,1.56
"2456792",5,1.25
"3639071",10.5,1.5
"6386382",12.5,5
"7264725",9.5,2.16
"2076093",7.5,0
"7315973",6.5,0
"3096059",16.5,2
"3560827",15.5,2.45
"8240300",10.5,2.26
"4049845",3.5,1.06
"7167887",14,2
"605046",12,2
"257570",6,0
"7999630",6,0
"5277627",16.5,5.19
"4913435",9.5,2.58
"7674321",7,1.56
"7436939",6,0.78
"144726",4.5,0
"5033164",9,1.96
"123901",9.5,2.06
"2388210",4,0.69
"8637789",6,0
"7631270",5.5,2
"970881",39.5,11.52
"8351962",7.5,1.85
"2517526",17.5,0
"6980734",8.5,0
"5625365",4,0.96
"4010704",19,0
"2475108",11.5,0
"3003192",7.5,0
"3701259",23,0
"3383557",5,1.15
"4641914",11,0
"1252285",6.5,1.46
"7577395",5.5,1.26
"6249637",11.5,0
"1082365",14,3.16
"2300989",42.5,10.01
"8052370",3.5,4
"6767088",7,0
"557259",5.5,0
"6518286",11,2
"2157623",9.5,2.06
"4006559",21.5,6.69
"4941621",18.5,3.96
"4217333",6.5,1.45
"601920",10,2.8
"5835756",6,1.45
"4201891",8,0
"2105947",14.5,2
"4783863",4.5,0
"5084776",9,1.96
"5945889",23.5,0
"4962013",75,0
"5120809",4,0.72
"3400985",5.5,0.95
"3971654",8.5,2.79
"7536412",8.5,1.96
"8035476",5,1.7
"5708804",4.5,0
"6303466",8.5,0
"7875243",5,0
"3243254",7.5,1
"3458736",7.5,1.85
"2535121",5,0
"1718349",10,2.25
"6445501",4,1.06
"8510213",4.5,0
"7696234",4.5,1.06
"3991021",52,14.6
"8433239",11,0
"7062403",7,0
"6745147",6,1.46
"6996072",6,1.82
"2535940",15,3.16
"4321949",0,12
"415775",11,1.2
"4314809",7.5,0
"5571607",17,0
"1990401",5.5,1.46
"6566131",4,1
"8079496",33,5
"327952",7,1.66
"5471804",22,3
"708862",4,0.95
"3751086",12.5,2.86
"6489312",9.5,2.16
"2092018",39.5,8.16
"2699110",4.5,0
"2770829",10,0
"6817225",8.5,0
"3735216",5,1.36
"4350013",4,1.16
"3789439",8.5,0
"3262146",7.5,1
"7584448",4.5,1.59
"4014304",7.5,0.83
"1683561",7,2.2
"3341640",27,8.39
"8003757",12,0
"4935494",9,2.05
"4915668",44.5,10
"4706796",12.5,0
"8189776",4,0.7
"6352310",16.5,5
"3812344",52,10.55
"329396",9,2.05
"130706",12,3.2
"4918845",16,3.35
"2004547",7,1.76
"2270624",66.5,16.8
"5027732",15,3.95
"7998600",10.5,2.82
"5170584",27.5,5.86
"2549036",3.5,1.05
"7394849",11,1.77
"1487440",17,2
"8109481",5.5,1.2
"8054549",14.5,4.89
"2206864",9.5,2.06
"4117420",9,2.58
"6038158",5,1
"6439623",7.5,1.76
"7714085",21,4.36
"6448498",38.5,9.95
"7707165",12.5,2
"4702752",8,1.86
"2841385",6,1.36
"7177884",20,0
"6870213",11,2.35
"1527216",9,1
"3588849",12,2.55
"4432987",6.5,1.25
"6770444",10,0
"5037347",6,0
"821881",33.5,0
"6466673",10.5,2
"3100911",6.5,2
"2892664",52,5.55
"8470460",19.5,4.16
"3308397",43,9.91
"4797725",29.5,2
"4649370",9,2.45
"871023",6,1.1
"3128187",6,1.56
"1585508",30.5,7.41
"337786",14,0
"1361726",7,1.76
"3527265",52,8
"8340872",10,0
"6830811",4.5,2
"277868",6.5,2
"3737267",11,0
"947070",22,4
"2040163",31.5,8.2
"7284456",7,2.05
"4290537",24.5,2.53
"4779301",23,5
"7369520",18,4.7
"7444829",27,6.29
"801796",11.5,1.85
"618696",10.5,2.95
"6387542",7,1.76
"1607753",13,2.76
"4360208",10,0
"8358117",10.5,1
"5300723",16,0
"1148899",6,1.8
"6423765",5,0
"5346670",20,2
"1124216",10.5,2.35
"8156995",4.5,0
"7103171",7,1.56
"1464817",9,1.5
"6872259",17.5,0.1
"3003595",10.5,1.7
"10023",7.5,0
"5199197",8,0
"7424521",9,0
"3508246",6,0
"3102231",10,2.16
"2392338",5.5,1
"6961375",11.5,1
"7804662",7,0.83
"7103305",28.5,10.5
"2594668",25,5.16
"3550582",14.5,2
"7327934",22,0
"7035100",26.5,3.7
"2847773",15,2.37
"5094625",6.5,0
"1781062",8,0
"1917019",52,9
"8274542",4.5,1.06
"5417436",23.5,4.86
"7402003",7,1.56
"7721745",39,0
"4713060",47.5,0
"6236948",10,2.15
"271408",9.5,1.62
"3065790",16,0
"2193872",7,1.56
"6549288",8,0
"3469222",6.5,1.66
"4777954",30.5,10
"1065204",10,2.35
"4817464",16.5,0
"3126918",29.5,6.26
"5745926",9.5,2.26
"1104375",8.5,2.06
"436369",5.5,1.25
"3092798",7,0
"7090758",15.5,0
"7405053",11,0
"849452",9.5,2.16
"6914288",7,0
"3968494",21.5,4.46
"6306231",22.5,4.66
"751964",10.5,2.26
"6204397",5.5,1.7
"3610677",55.5,15
"4176380",6,0
"1898385",7.5,0
"1795909",11.5,1.2
"1848864",6,1.35
"7315862",11.5,2.46
"2586427",8.5,0
"550235",7.5,0
"3813740",10,2.82
"3345096",6.5,0
"493171",20,2.7
"195631",8,0
"3654329",9,0
"3429131",8,2.45
"2090439",10.5,0
"4695869",7,1.66
"7686324",21.5,4.46
"5795671",17.5,0
"4652567",22,2.5
"6423920",27.5,5.75
"7048989",5.5,0.63
"4818071",6,1.36
"6023396",12.5,2.66
"2983174",7,0
"1730785",12.5,5
"4311461",9,0
"6992716",26,5.46
"7689334",8.5,2
"6645783",7,0
"31759",4,0
"2612116",6.5,0
"1814421",12,0
"7448313",10,3.54
"2421436",10,2.25
"4004282",5,0
"2692275",14,3.06
"6876581",20.5,1.7
"8629059",9,1.95
"2410967",13.5,2.95
"8131141",6,1.82
"4321253",10.5,1.23
"616703",16,0
"1403842",12,2.75
"190423",6.5,1.65
"5080747",6,1
"1149379",5.5,1.7
"5229059",31,8.08
"6060184",49.5,0
"3027151",17,0
"2864228",60,18.24
"1408559",9,1.5
"2906036",8,1
"3129945",7.5,0
"3081530",10,2.15
"517194",13.5,0
"60893",40.5,0
"5195787",8,1.96
"3227945",5.5,0
"6866101",11.5,2.45
"39572",17.5,4.58
"7319167",7,1.55
"5905735",11.5,1
"1741762",7,1.65
"3948419",23,2
"1521673",12.5,2
"7139250",12.5,0
"7833530",12.5,0
"3168226",9.5,0
"654813",14.5,3.15
"2826413",9,0
"2629173",8,1.76
"5855525",29,5
"3321669",29,0
"3940528",12,2.46
"7081928",9.5,2.06
"587274",6,2
"3051656",10.5,0
"6272545",23.5,0
"5113592",7,1.56
"7492215",10.5,0
"8144924",23,2
"1485901",3.5,0
"888639",8,1.85
"4751765",17,0
"2926117",10.5,2.95
"3331482",15.5,2.5
"6539504",21,0
"4249875",25.5,0
"3788099",5,1.13
"3208114",6.5,0
"6566844",7,1.56
"7932359",9,0
"1663214",52,15.75
"7900175",15,3.16
"8558991",7.5,0
"8025940",18.5,0
"3215833",5.5,1.36
"3815505",6,0
"3278854",7.5,2.45
"4481533",23.5,0
"6810033",34.5,8.31
"8046536",4,0
"3526034",16.5,3.55
"4544242",10.5,0
"4266041",7.5,1.66
"7401504",42.5,7.36
"2902615",5,0
"218325",4.5,1.25
"3245392",7.5,1.76
"6014314",30.5,0
"1633291",7.5,2.05
"5736531",5,1.36
"3998464",8.5,0
"8560541",10,0
"3875529",17,4.45
"3658743",9.5,1.2
"7064308",5,1.15
"539974",5,0
"5099038",10.5,2
"4932123",15,3.26
"6864524",5.5,1.26
"7403860",7.5,1.66
"727370",16,3.36
"1512442",13,2.75
"3780477",8,1.95
"3963345",6,1.35
"2464390",11,0
"4957103",6.5,1.55
"4229572",11,2.36
"5502100",11,1
"1018932",18,3.75
"649524",4.5,0
"4909280",5,1.7
"3357956",4,0
"1627590",6.5,3
"7796209",23,0
"3066859",10.5,2.26
"1069653",18,5.9
"5453346",11,2.55
"2267985",8,0
"4479678",6,1.46
"7894784",10.5,2.26
"4647066",6,1.36
"4166403",21,0
"6962644",7,1.65
"1302762",65,0
"3035530",17.5,0
"4931764",21,4.45
"5585791",10,3.2
"2849666",52,0
"8241642",17.5,3
"483491",14,2
"3141776",13,2.76
"3063519",10.5,0
"5414765",8.5,2.32
"1141141",10.5,0
"796072",4.5,0
"7840243",10.5,1.77
"3589335",4.5,0
"6403037",11,0
"3540482",20.5,3
"3697555",26.5,2.5
"7019375",5,1.26
"4445427",10,2.26
"1985604",18.5,2.5
"8161366",52,0
"825219",10.5,2.26
"8460873",19.5,0
"6670529",3.5,0
"3244203",8.5,1.96
"1562469",5,1.45
"141069",8.5,0
"2137347",5,1.16
"12850",15.5,3.36
"4534536",7.5,1.65
"6760648",6,0
"7305234",2.5,0
"8295393",6.5,1.46
"5830255",9,1
"2827845",5,1.16
"4981927",7,1
"1040013",5,1
"3165727",5.5,0
"6848963",3.5,0.86
"6576395",4.5,1.06
"4366912",8,1.47
"6698037",31,5
"2651976",9,1.2
"470927",4.5,0.8
"4565428",13,0
"5948365",7,1.55
"2428637",24.5,0
"8413282",29,6.5
"2697168",8.5,1.5
"2893297",15,0
"2501024",12,0
"2300998",12.5,2.86
"5380838",13.5,2.86
"2498056",7,1.56
"714587",8.5,2.32
"1715340",4.5,1.15
"7644486",15,0
"5007581",31,2.5
"1410101",7.5,1.76
"6719409",11,1
"2027769",52,10
"4572785",5.5,0
"4164645",5.5,1.02
"5334701",10,0
"7682460",13.5,4.29
"1631191",14.5,3.06
"3540709",18.5,2
"5453553",10.5,4.7
"6841926",9,2.05
"5656022",9,1.95
"3105209",2.5,0
"8537250",31,0
"772229",11,0
"2975630",17.5,3.76
"8279600",14,2.95
"1670005",14,1.8
"5486119",16,3.56
"6418192",13,0
"1144972",6.5,1.95
"2107616",11,0
"3752194",11,1
"851217",8,2.3
"2445708",10.5,0
"1300834",9,1
"5882413",52,11.71
"1173579",23.5,6.2
"6409544",52,0
"2173577",5.5,1
"1708242",35,0
"272269",7,0
"1959113",6,1.36
"7538730",16,3.46
"354365",13,2.86
"5138336",9.5,0
"1436605",28.5,5.96
"1720432",8,1.85
"6687732",4,0
"4689011",5.5,0.68
"2263407",11,2.36
"4734331",5.5,1.36
"6848031",9.5,2
"6533010",32.5,0
"4947798",11.5,0
"8000445",14.5,2
"2595361",21.5,4.45
"61869",9,1.96
"2221771",4,0
"7358343",14,2.96
"7703486",5,0
"7579103",23,4.43
"3569992",6,0
"2749679",13,0
"8065058",5,1.7
"7937512",3.5,0.85
"6266072",9.5,2.05
"6562454",11.5,0
"5169143",8,1
"8183354",28.5,10.65
"6729836",3.5,0
"7827474",6,1.46
"79776",6,1.36
"1728469",7,2.08
"3825495",18,3.86
"5141876",10,0
"1703986",19,6.24
"4052430",20.5,0
"1547246",8,4
"2279143",16,3.35
"322972",6,1.82
"3691635",13,2.76
"1215234",3,0.75
"8347538",8.5,2.55
"4293858",14.5,0
"7529179",13,2.86
"3830238",12,0
"2386708",11,0
"5939262",5.5,1.26
"7513401",6.5,1.56
"5640427",8,2.2
"1987667",10.5,0
"1399433",7,0
"5146903",10.5,0
"5594779",8,1.75
"2415682",8,1.85
"3985908",8.5,2.32
"2095780",21,4.45
"5179313",10,2.35
"860244",19.5,3.12
"244656",3.5,0
"3705957",10,2
"1731682",4,1.5
"1093173",9,2
"5542284",3.5,0.96
"6589767",20.5,4.26
"4128008",11.5,2.56
"5905739",10.5,3.15
"2213620",33,15
"5351322",15,0
"5591755",11,1.5
"3937357",6,0
"8030371",11,2.56
"425636",46.5,0
"4821781",52,0
"1039960",21.5,3.35
"6132362",34,7.06
"4896035",14.5,3.06
"5251840",9.5,1
"1151101",22.5,4.76
"6841765",32.5,7.81
"8366073",102.5,0
"1151614",18.5,2.5
"5715578",6,1.35
"417626",7,1.56
"1959098",42,0
"3925246",7.5,0
"6986178",8,0
"4193848",7,0
"3971872",6.5,2.15
"4846715",12.5,2.65
